Date,Region,Product,Quantity, UnitPrice ,StoreLocation,CustomerType,Discount,Salesperson, TotalPrice ,PaymentMethod,Promotion,Returned,OrderID,CustomerName, ShippingCost ,OrderDate,DeliveryDate,RegionManager,MonthName, GrossRevenue , TotalDiscount 
27/04/2025,West,Printer,16, $329.54 ,Store A,Wholesale,0.15,Bob," $4,481.74 ",Debit Card,FREESHIP,1,REG100287,Cust 8088, $39.39 ,27/04/2025,03/05/2025,Wendy,Apr," $4,442.35 ", $790.90 
20/09/2024,South,Phone,6, $170.10 ,Store A,Retail,0,Eva," $1,020.60 ",Gift Card,FREESHIP,0,REG100288,Cust 6455, $38.61 ,20/09/2024,23/09/2024,Sophie,Sep, $981.99 , $-   
08/09/2023,West,Laptop,19, $212.83 ,Store D,Wholesale,0.15,Carlos," $3,437.20 ",Online,WINTER15,0,REG100289,Cust 4117, $42.88 ,08/09/2023,15/09/2023,Wendy,Sep," $3,394.32 ", $606.57 
20/04/2025,South,Laptop,5, $578.92 ,Store A,Wholesale,0,Bob," $2,894.60 ",Credit Card,,1,REG100290,Cust 1385, $44.09 ,20/04/2025,28/04/2025,Sophie,Apr," $2,850.51 ", $-   
20/06/2024,North,Phone,3, $456.92 ,Store C,Retail,0.1,Frank," $1,233.68 ",Gift Card,FREESHIP,0,REG100291,Cust 5185, $17.57 ,20/06/2024,27/06/2024,Ryan,Jun," $1,216.11 ", $137.08 
11/01/2023,East,Tablet,12, $521.53 ,Store D,Retail,0,Eva," $6,258.36 ",Credit Card,SAVE10,1,REG100292,Cust 8704, $49.59 ,11/01/2023,20/01/2023,Eric,Jan," $6,208.77 ", $-   
04/07/2023,North,Desk,17, $468.19 ,Store D,Retail,0.05,Diana," $7,561.27 ",Cash,,0,REG100293,Cust 3528, $13.84 ,04/07/2023,07/07/2023,Ryan,Jul," $7,547.43 ", $397.96 
08/03/2025,Central,Monitor,9, $8.81 ,Store D,Retail,0.15,Alice, $67.40 ,Online,SAVE10,0,REG100294,Cust 3907, $42.70 ,08/03/2025,18/03/2025,Cameron,Mar, $24.70 , $11.89 
10/02/2025,South,Chair,6, $521.10 ,Store A,Wholesale,0.15,Frank," $2,657.61 ",Cash,,0,REG100295,Cust 9005, $31.14 ,10/02/2025,12/02/2025,Sophie,Feb," $2,626.47 ", $468.99 
17/03/2025,West,Monitor,10, $289.91 ,Store C,Retail,0.1,Diana," $2,609.19 ",Cash,SAVE10,0,REG100296,Cust 3635, $32.96 ,17/03/2025,21/03/2025,Wendy,Mar," $2,576.23 ", $289.91 
09/11/2023,East,Printer,3, $142.27 ,Store D,Retail,0.05,Bob, $405.47 ,Online,SAVE10,0,REG100297,Cust 2122, $32.80 ,09/11/2023,15/11/2023,Eric,Nov, $372.67 , $21.34 
30/11/2023,Central,Printer,15, $354.09 ,Store B,Retail,0.05,Carlos," $5,045.78 ",Online,,1,REG100298,Cust 4467, $25.30 ,30/11/2023,08/12/2023,Cameron,Nov," $5,020.48 ", $265.57 
15/08/2024,South,Tablet,20, $358.57 ,Store B,Wholesale,0,Alice," $7,171.40 ",Debit Card,FREESHIP,1,REG100299,Cust 6146, $21.11 ,15/08/2024,20/08/2024,Sophie,Aug," $7,150.29 ", $-   
21/03/2023,West,Tablet,16, $33.18 ,Store C,Retail,0.05,Eva, $504.34 ,Online,SAVE10,0,REG100300,Cust 4001, $22.94 ,21/03/2023,26/03/2023,Wendy,Mar, $481.40 , $26.54 
26/10/2023,West,Monitor,2, $124.40 ,Store B,Retail,0,Eva, $248.80 ,Online,,0,REG100301,Cust 3365, $37.05 ,26/10/2023,31/10/2023,Wendy,Oct, $211.75 , $-   
03/11/2023,West,Phone,12, $17.76 ,Store D,Retail,0.1,Carlos, $191.81 ,Online,FREESHIP,0,REG100302,Cust 2194, $12.18 ,03/11/2023,11/11/2023,Wendy,Nov, $179.63 , $21.31 
30/01/2025,North,Chair,16, $345.53 ,Store C,Retail,0.15,Frank," $4,699.21 ",Gift Card,SAVE10,0,REG100303,Cust 7942, $13.43 ,30/01/2025,05/02/2025,Ryan,Jan," $4,685.78 ", $829.27 
25/01/2024,West,Laptop,13, $453.48 ,Store A,Wholesale,0.05,Alice," $5,600.48 ",Gift Card,SAVE10,0,REG100304,Cust 8451, $46.28 ,25/01/2024,03/02/2024,Wendy,Jan," $5,554.20 ", $294.76 
29/03/2025,South,Laptop,10, $277.74 ,Store B,Retail,0.15,Carlos," $2,360.79 ",Gift Card,SAVE10,1,REG100305,Cust 4238, $35.02 ,29/03/2025,02/04/2025,Sophie,Mar," $2,325.77 ", $416.61 
02/11/2024,Central,Chair,16, $89.76 ,Store A,Wholesale,0,Alice," $1,436.16 ",Debit Card,WINTER15,1,REG100306,Cust 2529, $44.69 ,02/11/2024,09/11/2024,Cameron,Nov," $1,391.47 ", $-   
30/06/2024,Central,Chair,11, $535.37 ,Store D,Wholesale,0,Frank," $5,889.07 ",Cash,,0,REG100307,Cust 7057, $35.96 ,30/06/2024,09/07/2024,Cameron,Jun," $5,853.11 ", $-   
11/01/2023,South,Tablet,9, $15.58 ,Store D,Retail,0.1,Frank, $126.20 ,Gift Card,FREESHIP,1,REG100308,Cust 9069, $27.81 ,11/01/2023,19/01/2023,Sophie,Jan, $98.39 , $14.02 
05/06/2025,North,Desk,13, $466.54 ,Store C,Wholesale,0,Eva," $6,065.02 ",Cash,FREESHIP,0,REG100309,Cust 5858, $18.63 ,05/06/2025,14/06/2025,Ryan,Jun," $6,046.39 ", $-   
21/03/2024,North,Monitor,16, $593.00 ,Store D,Retail,0.1,Eva," $8,539.20 ",Gift Card,SAVE10,0,REG100310,Cust 2712, $18.77 ,21/03/2024,24/03/2024,Ryan,Mar," $8,520.43 ", $948.80 
31/08/2023,South,Desk,6, $567.36 ,Store C,Wholesale,0.05,Alice," $3,233.95 ",Gift Card,WINTER15,0,REG100311,Cust 7052, $45.98 ,31/08/2023,08/09/2023,Sophie,Aug," $3,187.97 ", $170.21 
07/10/2024,South,Phone,17, $523.04 ,Store A,Retail,0.05,Eva," $8,447.10 ",Debit Card,FREESHIP,0,REG100312,Cust 9397, $37.38 ,07/10/2024,17/10/2024,Sophie,Oct," $8,409.72 ", $444.58 
12/04/2023,North,Laptop,17, $376.40 ,Store C,Wholesale,0,Alice," $6,398.80 ",Debit Card,FREESHIP,0,REG100313,Cust 4614, $33.38 ,12/04/2023,15/04/2023,Ryan,Apr," $6,365.42 ", $-   
06/11/2023,South,Printer,5, $95.19 ,Store A,Retail,0.15,Frank, $404.56 ,Credit Card,WINTER15,0,REG100314,Cust 1573, $48.55 ,06/11/2023,16/11/2023,Sophie,Nov, $356.01 , $71.39 
28/04/2023,West,Desk,2, $210.71 ,Store D,Wholesale,0.15,Diana, $358.21 ,Credit Card,SAVE10,0,REG100315,Cust 5660, $7.78 ,28/04/2023,08/05/2023,Wendy,Apr, $350.43 , $63.21 
18/12/2023,West,Printer,7, $393.39 ,Store B,Retail,0.1,Alice," $2,478.36 ",Cash,SAVE10,0,REG100316,Cust 3952, $34.35 ,18/12/2023,21/12/2023,Wendy,Dec," $2,444.01 ", $275.37 
10/10/2024,South,Phone,13, $114.03 ,Store A,Retail,0,Bob," $1,482.39 ",Cash,,0,REG100317,Cust 5407, $43.81 ,10/10/2024,16/10/2024,Sophie,Oct," $1,438.58 ", $-   
05/02/2023,North,Tablet,18, $336.48 ,Store B,Retail,0,Frank," $6,056.64 ",Online,WINTER15,0,REG100318,Cust 9595, $18.59 ,05/02/2023,07/02/2023,Ryan,Feb," $6,038.05 ", $-   
04/08/2024,Central,Monitor,9, $24.44 ,Store C,Wholesale,0.15,Eva, $186.97 ,Gift Card,SAVE10,1,REG100319,Cust 3245, $22.06 ,04/08/2024,14/08/2024,Cameron,Aug, $164.91 , $32.99 
23/10/2024,Central,Tablet,12, $352.20 ,Store A,Retail,0.05,Eva," $4,015.08 ",Credit Card,WINTER15,0,REG100320,Cust 7180, $18.39 ,23/10/2024,01/11/2024,Cameron,Oct," $3,996.69 ", $211.32 
13/02/2024,West,Monitor,7, $353.99 ,Store C,Wholesale,0.05,Carlos," $2,354.03 ",Gift Card,FREESHIP,0,REG100321,Cust 5973, $5.93 ,13/02/2024,20/02/2024,Wendy,Feb," $2,348.10 ", $123.90 
03/06/2024,South,Tablet,15, $10.22 ,Store C,Retail,0,Alice, $153.30 ,Gift Card,FREESHIP,0,REG100322,Cust 4310, $36.27 ,03/06/2024,07/06/2024,Sophie,Jun, $117.03 , $-   
14/04/2023,South,Printer,17, $464.16 ,Store A,Retail,0.15,Carlos," $6,707.11 ",Debit Card,FREESHIP,1,REG100323,Cust 6243, $46.83 ,14/04/2023,18/04/2023,Sophie,Apr," $6,660.28 "," $1,183.61 "
19/10/2024,Central,Laptop,16, $436.31 ,Store C,Retail,0.05,Diana," $6,631.91 ",Online,,0,REG100324,Cust 2448, $47.61 ,19/10/2024,23/10/2024,Cameron,Oct," $6,584.30 ", $349.05 
18/12/2023,South,Laptop,9, $219.93 ,Store B,Wholesale,0.05,Bob," $1,880.40 ",Gift Card,FREESHIP,0,REG100325,Cust 9386, $44.78 ,18/12/2023,22/12/2023,Sophie,Dec," $1,835.62 ", $98.97 
31/08/2023,North,Laptop,5, $311.22 ,Store A,Wholesale,0.15,Diana," $1,322.69 ",Cash,FREESHIP,0,REG100326,Cust 2227, $36.98 ,31/08/2023,06/09/2023,Ryan,Aug," $1,285.71 ", $233.42 
19/09/2023,South,Laptop,4, $547.56 ,Store D,Retail,0.15,Frank," $1,861.70 ",Gift Card,,0,REG100327,Cust 3803, $25.88 ,19/09/2023,26/09/2023,Sophie,Sep," $1,835.82 ", $328.54 
27/02/2023,Central,Laptop,9, $52.69 ,Store D,Retail,0.15,Diana, $403.08 ,Online,SAVE10,0,REG100328,Cust 1236, $14.59 ,27/02/2023,04/03/2023,Cameron,Feb, $388.49 , $71.13 
28/01/2024,South,Tablet,9, $434.74 ,Store D,Wholesale,0.1,Bob," $3,521.39 ",Online,SAVE10,0,REG100329,Cust 2669, $20.11 ,28/01/2024,31/01/2024,Sophie,Jan," $3,501.28 ", $391.27 
06/05/2025,South,Monitor,9, $124.17 ,Store C,Wholesale,0,Eva," $1,117.53 ",Debit Card,WINTER15,0,REG100330,Cust 3746, $13.31 ,06/05/2025,10/05/2025,Sophie,May," $1,104.22 ", $-   
13/09/2024,East,Monitor,2, $375.48 ,Store D,Retail,0.05,Diana, $713.41 ,Credit Card,FREESHIP,0,REG100331,Cust 9694, $26.39 ,13/09/2024,15/09/2024,Eric,Sep, $687.02 , $37.55 
25/05/2023,East,Printer,13, $211.06 ,Store B,Retail,0.1,Bob," $2,469.40 ",Gift Card,,1,REG100332,Cust 4993, $19.58 ,25/05/2023,29/05/2023,Eric,May," $2,449.82 ", $274.38 
26/09/2024,South,Tablet,7, $88.87 ,Store C,Retail,0,Alice, $622.09 ,Online,SAVE10,0,REG100333,Cust 1271, $8.36 ,26/09/2024,01/10/2024,Sophie,Sep, $613.73 , $-   
13/02/2023,South,Phone,5, $254.24 ,Store B,Wholesale,0.05,Bob," $1,207.64 ",Online,,0,REG100334,Cust 3042, $9.97 ,13/02/2023,18/02/2023,Sophie,Feb," $1,197.67 ", $63.56 
20/06/2024,Central,Chair,5, $432.35 ,Store C,Wholesale,0.1,Bob," $1,945.58 ",Gift Card,,1,REG100335,Cust 6424, $41.48 ,20/06/2024,27/06/2024,Cameron,Jun," $1,904.10 ", $216.18 
22/03/2024,West,Laptop,19, $590.00 ,Store D,Retail,0.05,Alice," $10,649.50 ",Online,FREESHIP,0,REG100336,Cust 1422, $5.91 ,22/03/2024,25/03/2024,Wendy,Mar," $10,643.59 ", $560.50 
08/02/2024,West,Monitor,11, $151.25 ,Store B,Wholesale,0.1,Frank," $1,497.38 ",Credit Card,,1,REG100337,Cust 5857, $22.65 ,08/02/2024,11/02/2024,Wendy,Feb," $1,474.73 ", $166.38 
01/06/2024,East,Desk,3, $204.79 ,Store B,Retail,0.1,Frank, $552.93 ,Online,FREESHIP,1,REG100338,Cust 6953, $7.72 ,01/06/2024,04/06/2024,Eric,Jun, $545.21 , $61.44 
26/05/2024,North,Laptop,16, $586.52 ,Store C,Wholesale,0,Diana," $9,384.32 ",Credit Card,WINTER15,1,REG100339,Cust 2916, $17.06 ,26/05/2024,01/06/2024,Ryan,May," $9,367.26 ", $-   
25/06/2024,East,Printer,16, $104.83 ,Store A,Wholesale,0,Carlos," $1,677.28 ",Gift Card,FREESHIP,0,REG100340,Cust 6855, $33.99 ,25/06/2024,30/06/2024,Eric,Jun," $1,643.29 ", $-   
29/01/2024,Central,Printer,16, $598.48 ,Store A,Retail,0.1,Frank," $8,618.11 ",Cash,,0,REG100341,Cust 8464, $47.86 ,29/01/2024,07/02/2024,Cameron,Jan," $8,570.25 ", $957.57 
07/12/2024,South,Chair,8, $367.89 ,Store B,Retail,0.05,Alice," $2,795.96 ",Cash,FREESHIP,0,REG100342,Cust 9700, $18.10 ,07/12/2024,09/12/2024,Sophie,Dec," $2,777.86 ", $147.16 
21/11/2023,West,Chair,10, $333.35 ,Store A,Retail,0.15,Alice," $2,833.48 ",Debit Card,FREESHIP,0,REG100343,Cust 7765, $39.35 ,21/11/2023,26/11/2023,Wendy,Nov," $2,794.13 ", $500.03 
16/12/2024,North,Chair,8, $378.88 ,Store A,Wholesale,0.1,Frank," $2,727.94 ",Debit Card,WINTER15,1,REG100344,Cust 8246, $5.22 ,16/12/2024,24/12/2024,Ryan,Dec," $2,722.72 ", $303.10 
05/08/2023,Central,Monitor,12, $169.20 ,Store C,Retail,0.05,Diana," $1,928.88 ",Gift Card,SAVE10,0,REG100345,Cust 6500, $28.65 ,05/08/2023,15/08/2023,Cameron,Aug," $1,900.23 ", $101.52 
30/08/2023,Central,Chair,7, $103.03 ,Store D,Retail,0.1,Bob, $649.09 ,Online,FREESHIP,1,REG100346,Cust 1150, $5.29 ,30/08/2023,06/09/2023,Cameron,Aug, $643.80 , $72.12 
25/03/2025,East,Printer,3, $378.74 ,Store D,Wholesale,0.15,Frank, $965.79 ,Online,SAVE10,0,REG100347,Cust 7449, $8.22 ,25/03/2025,27/03/2025,Eric,Mar, $957.57 , $170.43 
13/12/2024,North,Phone,15, $27.21 ,Store C,Wholesale,0,Alice, $408.15 ,Online,WINTER15,0,REG100348,Cust 1957, $43.69 ,13/12/2024,22/12/2024,Ryan,Dec, $364.46 , $-   
07/09/2023,Central,Phone,14, $52.09 ,Store A,Retail,0,Bob, $729.26 ,Gift Card,,1,REG100349,Cust 3467, $48.02 ,07/09/2023,14/09/2023,Cameron,Sep, $681.24 , $-   
12/12/2023,North,Monitor,7, $570.01 ,Store C,Wholesale,0,Carlos," $3,990.07 ",Credit Card,WINTER15,0,REG100350,Cust 5212, $42.33 ,12/12/2023,21/12/2023,Ryan,Dec," $3,947.74 ", $-   
25/04/2024,East,Monitor,19, $526.23 ,Store B,Retail,0,Bob," $9,998.37 ",Credit Card,WINTER15,0,REG100351,Cust 3509, $32.77 ,25/04/2024,05/05/2024,Eric,Apr," $9,965.60 ", $-   
04/05/2025,North,Laptop,8, $294.51 ,Store A,Wholesale,0.15,Diana," $2,002.67 ",Gift Card,,0,REG100352,Cust 5316, $10.46 ,04/05/2025,07/05/2025,Ryan,May," $1,992.21 ", $353.41 
16/09/2023,South,Monitor,18, $448.27 ,Store C,Wholesale,0.05,Diana," $7,665.42 ",Credit Card,SAVE10,0,REG100353,Cust 9919, $47.56 ,16/09/2023,20/09/2023,Sophie,Sep," $7,617.86 ", $403.44 
23/10/2024,West,Desk,17, $583.88 ,Store D,Retail,0.1,Alice," $8,933.36 ",Credit Card,WINTER15,0,REG100354,Cust 7129, $37.53 ,23/10/2024,26/10/2024,Wendy,Oct," $8,895.83 ", $992.60 
03/05/2023,North,Desk,2, $97.50 ,Store D,Retail,0.1,Alice, $175.50 ,Cash,,1,REG100355,Cust 9841, $46.37 ,03/05/2023,06/05/2023,Ryan,May, $129.13 , $19.50 
18/03/2025,North,Printer,16, $420.79 ,Store B,Wholesale,0.15,Carlos," $5,722.74 ",Cash,FREESHIP,1,REG100356,Cust 6362, $22.13 ,18/03/2025,25/03/2025,Ryan,Mar," $5,700.61 "," $1,009.90 "
25/08/2023,West,Chair,13, $513.18 ,Store B,Retail,0,Eva," $6,671.34 ",Credit Card,FREESHIP,0,REG100357,Cust 4142, $10.57 ,25/08/2023,27/08/2023,Wendy,Aug," $6,660.77 ", $-   
13/07/2023,North,Monitor,19, $475.64 ,Store C,Retail,0.1,Frank," $8,133.44 ",Cash,WINTER15,1,REG100358,Cust 9584, $11.17 ,13/07/2023,17/07/2023,Ryan,Jul," $8,122.27 ", $903.72 
25/02/2025,North,Tablet,13, $238.34 ,Store C,Retail,0.1,Carlos," $2,788.58 ",Credit Card,SAVE10,1,REG100359,Cust 2553, $7.90 ,25/02/2025,06/03/2025,Ryan,Feb," $2,780.68 ", $309.84 
14/04/2025,Central,Laptop,14, $285.03 ,Store B,Wholesale,0.1,Eva," $3,591.38 ",Credit Card,SAVE10,0,REG100360,Cust 1347, $41.50 ,14/04/2025,17/04/2025,Cameron,Apr," $3,549.88 ", $399.04 
15/06/2025,Central,Desk,5, $5.52 ,Store C,Retail,0.05,Alice, $26.22 ,Credit Card,FREESHIP,0,REG100361,Cust 8305, $10.58 ,15/06/2025,18/06/2025,Cameron,Jun, $15.64 , $1.38 
22/10/2024,North,Monitor,18, $396.25 ,Store D,Retail,0.1,Frank," $6,419.25 ",Credit Card,FREESHIP,0,REG100362,Cust 7015, $20.39 ,22/10/2024,27/10/2024,Ryan,Oct," $6,398.86 ", $713.25 
20/06/2023,South,Laptop,9, $282.80 ,Store D,Wholesale,0.05,Eva," $2,417.94 ",Online,,0,REG100363,Cust 4394, $49.79 ,20/06/2023,25/06/2023,Sophie,Jun," $2,368.15 ", $127.26 
05/03/2025,South,Phone,6, $525.43 ,Store C,Wholesale,0.05,Alice," $2,994.95 ",Credit Card,,0,REG100364,Cust 3323, $39.28 ,05/03/2025,11/03/2025,Sophie,Mar," $2,955.67 ", $157.63 
28/10/2023,West,Tablet,15, $127.67 ,Store D,Retail,0.1,Alice," $1,723.55 ",Debit Card,,0,REG100365,Cust 4029, $48.77 ,28/10/2023,30/10/2023,Wendy,Oct," $1,674.78 ", $191.51 
19/03/2025,Central,Laptop,17, $511.80 ,Store B,Retail,0.05,Carlos," $8,265.57 ",Credit Card,WINTER15,1,REG100366,Cust 1400, $13.33 ,19/03/2025,26/03/2025,Cameron,Mar," $8,252.24 ", $435.03 
06/08/2023,West,Tablet,4, $555.86 ,Store C,Retail,0.05,Bob," $2,112.27 ",Cash,FREESHIP,0,REG100367,Cust 6361, $28.92 ,06/08/2023,08/08/2023,Wendy,Aug," $2,083.35 ", $111.17 
11/09/2024,Central,Monitor,15, $202.72 ,Store D,Retail,0.05,Eva," $2,888.76 ",Debit Card,WINTER15,1,REG100368,Cust 5267, $41.61 ,11/09/2024,19/09/2024,Cameron,Sep," $2,847.15 ", $152.04 
08/01/2025,Central,Chair,4, $353.70 ,Store A,Wholesale,0,Frank," $1,414.80 ",Credit Card,FREESHIP,0,REG100369,Cust 9354, $41.98 ,08/01/2025,12/01/2025,Cameron,Jan," $1,372.82 ", $-   
12/08/2024,Central,Chair,3, $149.25 ,Store D,Wholesale,0,Carlos, $447.75 ,Debit Card,,1,REG100370,Cust 9443, $13.17 ,12/08/2024,14/08/2024,Cameron,Aug, $434.58 , $-   
30/03/2023,North,Monitor,19, $156.44 ,Store C,Wholesale,0.1,Alice," $2,675.12 ",Online,WINTER15,0,REG100371,Cust 2252, $19.44 ,30/03/2023,04/04/2023,Ryan,Mar," $2,655.68 ", $297.24 
01/02/2023,Central,Phone,7, $241.76 ,Store D,Wholesale,0,Carlos," $1,692.32 ",Online,SAVE10,0,REG100372,Cust 1031, $48.13 ,01/02/2023,09/02/2023,Cameron,Feb," $1,644.19 ", $-   
18/04/2025,North,Laptop,20, $170.49 ,Store A,Wholesale,0,Diana," $3,409.80 ",Online,FREESHIP,0,REG100373,Cust 6086, $19.74 ,18/04/2025,27/04/2025,Ryan,Apr," $3,390.06 ", $-   
29/03/2025,Central,Monitor,11, $149.67 ,Store C,Retail,0.1,Eva," $1,481.73 ",Credit Card,,0,REG100374,Cust 1672, $34.13 ,29/03/2025,02/04/2025,Cameron,Mar," $1,447.60 ", $164.64 
25/04/2024,East,Tablet,1, $173.56 ,Store D,Retail,0.1,Eva, $156.20 ,Debit Card,FREESHIP,0,REG100375,Cust 9313, $39.10 ,25/04/2024,28/04/2024,Eric,Apr, $117.10 , $17.36 
22/09/2024,South,Monitor,7, $349.55 ,Store A,Retail,0.05,Carlos," $2,324.51 ",Credit Card,FREESHIP,0,REG100376,Cust 4405, $23.70 ,22/09/2024,27/09/2024,Sophie,Sep," $2,300.81 ", $122.34 
05/08/2023,Central,Tablet,9, $245.14 ,Store B,Wholesale,0,Alice," $2,206.26 ",Online,SAVE10,1,REG100377,Cust 6453, $44.60 ,05/08/2023,14/08/2023,Cameron,Aug," $2,161.66 ", $-   
07/06/2024,South,Desk,1, $423.08 ,Store B,Wholesale,0.05,Bob, $401.93 ,Gift Card,WINTER15,0,REG100378,Cust 4772, $31.75 ,07/06/2024,11/06/2024,Sophie,Jun, $370.18 , $21.15 
24/05/2025,East,Phone,19, $337.82 ,Store B,Wholesale,0.15,Alice," $5,455.79 ",Online,FREESHIP,0,REG100379,Cust 1762, $45.74 ,24/05/2025,30/05/2025,Eric,May," $5,410.05 ", $962.79 
18/07/2024,South,Chair,10, $252.63 ,Store B,Retail,0.15,Eva," $2,147.36 ",Cash,FREESHIP,0,REG100380,Cust 1865, $8.92 ,18/07/2024,25/07/2024,Sophie,Jul," $2,138.44 ", $378.95 
14/07/2024,West,Tablet,3, $87.02 ,Store B,Wholesale,0.1,Frank, $234.95 ,Cash,WINTER15,0,REG100381,Cust 9552, $11.13 ,14/07/2024,16/07/2024,Wendy,Jul, $223.82 , $26.11 
14/04/2023,Central,Tablet,11, $6.72 ,Store D,Wholesale,0.05,Bob, $70.22 ,Cash,SAVE10,0,REG100382,Cust 4273, $34.27 ,14/04/2023,19/04/2023,Cameron,Apr, $35.95 , $3.70 
01/06/2023,South,Printer,2, $279.38 ,Store D,Retail,0.1,Carlos, $502.88 ,Online,FREESHIP,0,REG100383,Cust 8712, $22.95 ,01/06/2023,06/06/2023,Sophie,Jun, $479.93 , $55.88 
17/04/2025,Central,Phone,9, $207.80 ,Store D,Retail,0.1,Alice," $1,683.18 ",Online,WINTER15,0,REG100384,Cust 9048, $16.99 ,17/04/2025,20/04/2025,Cameron,Apr," $1,666.19 ", $187.02 
31/03/2025,East,Printer,15, $511.88 ,Store C,Wholesale,0.05,Bob," $7,294.29 ",Cash,SAVE10,0,REG100385,Cust 7714, $10.22 ,31/03/2025,09/04/2025,Eric,Mar," $7,284.07 ", $383.91 
15/07/2024,East,Printer,10, $325.97 ,Store D,Retail,0,Bob," $3,259.70 ",Cash,FREESHIP,1,REG100386,Cust 4770, $49.95 ,15/07/2024,22/07/2024,Eric,Jul," $3,209.75 ", $-   
30/08/2024,South,Laptop,17, $469.32 ,Store B,Retail,0,Carlos," $7,978.44 ",Gift Card,WINTER15,1,REG100387,Cust 2007, $5.86 ,30/08/2024,01/09/2024,Sophie,Aug," $7,972.58 ", $-   
07/01/2025,Central,Phone,13, $186.69 ,Store D,Wholesale,0,Bob," $2,426.97 ",Cash,FREESHIP,0,REG100388,Cust 8909, $19.92 ,07/01/2025,10/01/2025,Cameron,Jan," $2,407.05 ", $-   
05/02/2025,South,Phone,16, $34.66 ,Store C,Retail,0.05,Alice, $526.83 ,Debit Card,,0,REG100389,Cust 4196, $49.90 ,05/02/2025,11/02/2025,Sophie,Feb, $476.93 , $27.73 
01/04/2024,North,Printer,18, $155.04 ,Store B,Wholesale,0.15,Frank," $2,372.11 ",Cash,WINTER15,0,REG100390,Cust 4189, $39.99 ,01/04/2024,04/04/2024,Ryan,Apr," $2,332.12 ", $418.61 
01/03/2025,West,Monitor,4, $69.60 ,Store D,Wholesale,0.05,Eva, $264.48 ,Gift Card,SAVE10,0,REG100391,Cust 7226, $17.68 ,01/03/2025,09/03/2025,Wendy,Mar, $246.80 , $13.92 
03/07/2023,Central,Monitor,13, $55.09 ,Store A,Wholesale,0.15,Diana, $608.74 ,Cash,FREESHIP,1,REG100392,Cust 5015, $47.78 ,03/07/2023,06/07/2023,Cameron,Jul, $560.96 , $107.43 
25/04/2023,Central,Laptop,13, $206.11 ,Store B,Retail,0.15,Bob," $2,277.52 ",Gift Card,SAVE10,1,REG100393,Cust 9904, $22.59 ,25/04/2023,01/05/2023,Cameron,Apr," $2,254.93 ", $401.91 
09/04/2025,West,Tablet,14, $484.38 ,Store D,Retail,0.05,Frank," $6,442.25 ",Debit Card,SAVE10,0,REG100394,Cust 7687, $29.24 ,09/04/2025,19/04/2025,Wendy,Apr," $6,413.01 ", $339.07 
05/11/2023,North,Monitor,6, $449.57 ,Store D,Wholesale,0,Frank," $2,697.42 ",Gift Card,WINTER15,0,REG100395,Cust 6511, $23.09 ,05/11/2023,12/11/2023,Ryan,Nov," $2,674.33 ", $-   
13/01/2023,East,Laptop,9, $223.01 ,Store C,Retail,0,Diana," $2,007.09 ",Cash,,1,REG100396,Cust 2412, $11.90 ,13/01/2023,19/01/2023,Eric,Jan," $1,995.19 ", $-   
06/02/2025,West,Chair,14, $291.91 ,Store A,Retail,0.15,Frank," $3,473.73 ",Credit Card,,0,REG100397,Cust 1664, $27.51 ,06/02/2025,10/02/2025,Wendy,Feb," $3,446.22 ", $613.01 
20/05/2023,South,Monitor,13, $90.86 ,Store A,Wholesale,0,Carlos," $1,181.18 ",Gift Card,SAVE10,0,REG100398,Cust 6033, $16.74 ,20/05/2023,25/05/2023,Sophie,May," $1,164.44 ", $-   
18/06/2025,East,Desk,4, $109.05 ,Store D,Wholesale,0,Diana, $436.20 ,Gift Card,WINTER15,0,REG100399,Cust 4019, $21.02 ,18/06/2025,24/06/2025,Eric,Jun, $415.18 , $-   
23/02/2023,West,Tablet,12, $245.60 ,Store D,Retail,0,Bob," $2,947.20 ",Cash,FREESHIP,1,REG100400,Cust 4515, $43.92 ,23/02/2023,27/02/2023,Wendy,Feb," $2,903.28 ", $-   
09/11/2024,East,Printer,15, $380.03 ,Store A,Retail,0,Bob," $5,700.45 ",Online,,0,REG100401,Cust 7532, $25.72 ,09/11/2024,12/11/2024,Eric,Nov," $5,674.73 ", $-   
25/07/2024,South,Tablet,3, $417.58 ,Store D,Retail,0.05,Frank," $1,190.10 ",Gift Card,SAVE10,0,REG100402,Cust 8756, $43.42 ,25/07/2024,31/07/2024,Sophie,Jul," $1,146.68 ", $62.64 
19/08/2023,West,Laptop,15, $432.17 ,Store D,Wholesale,0.15,Frank," $5,510.17 ",Debit Card,WINTER15,0,REG100403,Cust 7620, $44.88 ,19/08/2023,23/08/2023,Wendy,Aug," $5,465.29 ", $972.38 
13/11/2023,South,Monitor,13, $531.77 ,Store C,Retail,0.1,Bob," $6,221.71 ",Online,SAVE10,0,REG100404,Cust 7368, $37.91 ,13/11/2023,15/11/2023,Sophie,Nov," $6,183.80 ", $691.30 
10/09/2024,West,Tablet,13, $442.99 ,Store A,Wholesale,0.05,Alice," $5,470.93 ",Gift Card,SAVE10,0,REG100405,Cust 1319, $37.12 ,10/09/2024,18/09/2024,Wendy,Sep," $5,433.81 ", $287.94 
30/08/2024,Central,Chair,13, $567.50 ,Store A,Retail,0,Eva," $7,377.50 ",Credit Card,,0,REG100406,Cust 9597, $28.41 ,30/08/2024,02/09/2024,Cameron,Aug," $7,349.09 ", $-   
